timestamp,run_type,strategy,signals,trades_executed,trades_closed,wins,losses,win_rate,total_profit,total_loss,net_profit,avg_profit
2026-01-08 21:56:14.920077,live_trading,mean_reversion,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
